,着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,horse_id,jockey_id,日付,平均賞金,平均着順,着順,馬番,馬の体重,体重変化
201208040711,4,2,3,ベールドインパクト,牡3,57,四位洋文,3:03.5,アタマ,41.6,10,488(-4),[西] 大久保龍,2009105730,00700,2012-10-21,639.588888888889,4.444444444444445,4,3,488,-4
201208040711,5,2,4,ラニカイツヨシ,牡3,57,佐藤哲三,3:03.6,1/2,46.3,11,478(-10),[西] 山内研二,2009104244,00682,2012-10-21,356.9666666666667,3.25,5,4,478,-10
201208040711,6,3,6,ロードアクレイム,牡3,57,福永祐一,3:03.8,1.1/4,18.4,3,466(+6),[西] 藤原英昭,2009101524,01014,2012-10-21,548.0,4.0,6,6,466,6
201208040711,7,7,13,ダノンジェラート,牡3,57,三浦皇成,3:03.9,1/2,53.0,12,474(-2),[東] 萩原清,2009106332,01122,2012-10-21,684.5,1.75,7,13,474,-2
201208040711,8,1,2,フェデラルホール,牡3,57,吉田隼人,3:04.1,1.1/4,20.1,4,480(+2),[東] 中川公成,2009106104,01095,2012-10-21,480.12857142857143,2.857142857142857,8,2,480,2
201208040711,9,5,10,マウントシャスタ,牡3,57,川田将雅,3:04.2,1/2,13.1,2,468(0),[西] 池江泰寿,2009106130,01088,2012-10-21,1094.3285714285714,1.8571428571428572,9,10,468,0
201208040711,10,4,7,エタンダール,牡3,57,松岡正海,3:05.0,5,24.6,8,446(+4),[西] 藤原英昭,2009104372,01085,2012-10-21,592.0555555555555,3.888888888888889,10,7,446,4
201208040711,11,4,8,ニューダイナスティ,牡3,57,浜中俊,3:05.4,2.1/2,54.4,13,470(0),[西] 石坂正,2009106492,01115,2012-10-21,362.2555555555556,4.111111111111111,11,8,470,0
201208040711,12,7,14,ミルドリーム,牡3,57,江田照男,3:05.8,2.1/2,123.5,17,430(+2),[西] 角居勝彦,2009106003,00689,2012-10-21,460.6111111111111,4.222222222222222,12,14,430,2
201208040711,13,3,5,アーデント,牡3,57,Ｍ．デム,3:05.9,3/4,111.2,16,458(-2),[東] 加藤征弘,2009106449,05212,2012-10-21,534.2625,5.25,13,5,458,-2
201208040711,14,8,17,タガノビッグバン,牡3,57,太宰啓介,3:06.2,2,23.1,6,496(+2),[西] 本田優,2009104945,01037,2012-10-21,350.5,5.125,14,17,496,2
201208040711,15,6,11,ビービージャパン,牡3,57,武幸四郎,3:08.4,大,91.1,14,478(-6),[西] 千田輝彦,2009104324,01026,2012-10-21,387.53000000000003,5.7,15,11,478,-6
201208040711,16,8,18,トリップ,牡3,57,小牧太,3:09.6,7,100.5,15,496(+1),[西] 松田博資,2009106282,00894,2012-10-21,930.0857142857142,4.142857142857143,16,18,496,1
201208040711,17,6,12,コスモオオゾラ,牡3,57,岩田康誠,3:10.2,3.1/2,39.8,9,470(+4),[東] 高橋義博,2009105185,05203,2012-10-21,1127.0625,3.0,17,12,470,4
201208040711,18,5,9,フジマサエンペラー,牡3,57,池添謙一,3:10.3,1/2,136.9,18,482(-2),[東] 菊川正達,2009105863,01032,2012-10-21,360.35555555555555,5.888888888888889,18,9,482,-2
201108050611,1,7,14,オルフェーヴル,牡3,57,池添謙一,3:02.8,,1.4,1,466(+6),[西] 池江泰寿,2008102636,01032,2011-10-23,5179.4111111111115,2.4444444444444446,1,14,466,6
201108050611,2,7,13,ウインバリアシオン,牡3,57,安藤勝己,3:03.2,2.1/2,7.8,2,516(+2),[西] 松永昌博,2008103206,00945,2011-10-23,2272.475,2.75,2,13,516,2
201108050611,3,1,1,トーセンラー,牡3,57,蛯名正義,3:03.5,1.3/4,12.2,3,436(+8),[西] 藤原英昭,2008102985,00663,2011-10-23,1055.3857142857144,4.0,3,1,436,8
201108050611,4,6,12,ハーバーコマンド,牡3,57,木村健,3:03.6,クビ,166.5,14,466(-10),[西] 加用正,2008103060,05259,2011-10-23,303.24545454545455,3.909090909090909,4,12,466,-10
201108050611,5,6,11,サダムパテック,牡3,57,岩田康誠,3:03.8,1.1/2,24.0,7,502(-4),[西] 西園正都,2008102652,05203,2011-10-23,2109.025,2.625,5,11,502,-4
201108050611,6,4,7,ゴットマスタング,牡3,57,国分恭介,3:03.8,アタマ,140.9,13,460(-4),[西] 木原一良,2008101715,01124,2011-10-23,230.7111111111111,5.111111111111111,6,7,460,-4
201108050611,7,3,5,フェイトフルウォー,牡3,57,柴田善臣,3:04.0,1.1/4,17.1,4,508(+4),[東] 伊藤伸一,2008102708,00641,2011-10-23,1628.5142857142857,4.857142857142857,7,5,508,4
201108050611,8,8,18,ショウナンマイティ,牡3,57,武豊,3:04.0,ハナ,33.8,8,486(+4),[西] 梅田智之,2008101020,00666,2011-10-23,812.0125,3.5,8,18,486,4
201108050611,9,2,4,ユニバーサルバンク,牡3,57,田辺裕信,3:04.2,1.1/4,120.2,11,468(+6),[西] 松田博資,2008103095,01075,2011-10-23,609.12,5.0,9,4,468,6
201108050611,10,8,17,フレールジャック,牡3,57,福永祐一,3:04.5,1.3/4,17.6,5,440(-2),[西] 友道康夫,2008103261,01014,2011-10-23,1640.775,1.5,10,17,440,-2
201108050611,11,5,10,ロッカヴェラーノ,牡3,57,川田将雅,3:04.9,2.1/2,185.5,17,466(-2),[西] 中村均,2008103056,01088,2011-10-23,437.18333333333334,6.0,11,10,466,-2
201108050611,12,1,2,ルイーザシアター,牡3,57,岡部誠,3:05.4,3,172.5,16,488(-8),[東] 加藤征弘,2008102824,05171,2011-10-23,342.22222222222223,3.5555555555555554,12,2,488,-8
201108050611,13,2,3,スーサングレート,牡3,57,和田竜二,3:06.0,3.1/2,254.2,18,496(0),[西] 鈴木孝志,2008101252,01018,2011-10-23,159.28571428571428,5.357142857142857,13,3,496,0
201108050611,14,3,6,シゲルリジチョウ,牡3,57,藤田伸二,3:06.3,1.3/4,166.8,15,510(-6),[西] 小島貞博,2008103874,00705,2011-10-23,228.78235294117647,4.588235294117647,14,6,510,-6
201108050611,15,8,16,ダノンマックイン,牡3,57,小牧太,3:06.4,3/4,39.7,9,480(+4),[西] 橋口弘次,2008103259,00894,2011-10-23,304.275,3.3333333333333335,15,16,480,4
201108050611,16,5,9,ダノンミル,牡3,57,浜中俊,3:07.7,8,102.6,10,466(-2),[西] 藤原英昭,2008102875,01115,2011-10-23,467.45,4.5,16,9,466,-2
201108050611,17,4,8,ベルシャザール,牡3,57,後藤浩輝,3:08.1,2.1/2,21.9,6,536(0),[西] 松田国英,2008103004,00711,2011-10-23,1337.2875,3.625,17,8,536,0
201108050611,18,7,15,サンビーム,牡3,57,秋山真一,3:13.6,大,121.9,12,516(+2),[西] 山内研二,2008101745,01019,2011-10-23,488.975,5.625,18,15,516,2
201008050611,1,3,6,ビッグウィーク,牡3,57,川田将雅,3:06.1,,23.2,7,450(+6),[西] 長浜博之,2007100208,01088,2010-10-24,589.0666666666667,2.4444444444444446,1,6,450,6
201008050611,2,5,10,ローズキングダム,牡3,57,武豊,3:06.3,1.1/4,2.1,1,464(+2),[西] 橋口弘次,2007103404,00666,2010-10-24,3690.1714285714284,1.8571428571428572,2,10,464,2
201008050611,3,6,12,ビートブラック,牡3,57,幸英明,3:06.3,クビ,76.0,13,510(0),[西] 中村均,2007104746,00732,2010-10-24,321.62142857142857,4.142857142857143,3,12,510,0
201008050611,4,1,2,レーヴドリアン,牡3,57,福永祐一,3:06.4,3/4,19.2,5,460(-10),[西] 松田博資,2007103392,01014,2010-10-24,660.075,4.375,4,2,460,-10
201008050611,5,7,14,コスモラピュタ,牡3,57,津村明秀,3:06.4,クビ,40.9,11,478(+2),[東] 高橋祥泰,2007104901,01092,2010-10-24,393.20909090909095,3.0,5,14,478,2
201008050611,6,7,15,トウカイメロディ,牡3,57,吉田隼人,3:06.5,クビ,6.0,2,436(-8),[東] 後藤由之,2007106596,01095,2010-10-24,904.6666666666666,2.3333333333333335,6,15,436,-8
201008050611,7,1,1,ヒルノダムール,牡3,57,藤田伸二,3:06.5,アタマ,6.1,3,474(+4),[西] 昆貢,2007100727,00705,2010-10-24,1234.7624999999998,3.125,7,1,474,4
201008050611,8,4,8,トレイルブレイザー,牡3,57,和田竜二,3:06.7,1.1/4,29.3,9,480(0),[西] 池江泰寿,2007104788,01018,2010-10-24,545.8166666666667,3.8333333333333335,8,8,480,0
201008050611,9,2,3,クォークスター,牡3,57,藤岡佑介,3:06.7,アタマ,11.4,4,498(-2),[東] 堀宣行,2007102891,01093,2010-10-24,1208.675,2.25,9,3,498,-2
201008050611,10,7,13,ゲシュタルト,牡3,57,池添謙一,3:06.7,アタマ,33.0,10,488(0),[西] 長浜博之,2007104975,01032,2010-10-24,1409.025,4.5,10,13,488,0
201008050611,11,8,17,アロマカフェ,牡3,57,柴田善臣,3:06.8,1/2,19.7,6,464(-4),[東] 小島太,2007104812,00641,2010-10-24,907.7444444444444,2.7777777777777777,11,17,464,-4
201008050611,12,8,18,サンディエゴシチー,牡3,57,浜中俊,3:07.0,1.1/4,113.0,16,508(+2),[西] 作田誠二,2007106723,01115,2010-10-24,756.775,6.125,12,18,508,2
201008050611,13,2,4,ネオヴァンドーム,牡3,57,武幸四郎,3:07.1,クビ,87.1,14,490(+6),[西] 藤原英昭,2007102913,01026,2010-10-24,731.8142857142857,4.714285714285714,13,4,490,6
201008050611,14,6,11,リリエンタール,牡3,57,安藤勝己,3:07.3,1.1/4,42.1,12,418(-6),[東] 藤沢和雄,2007110046,00945,2010-10-24,506.0375,3.125,14,11,418,-6
201008050611,15,5,9,シルクオールディー,牡3,57,四位洋文,3:07.3,クビ,24.6,8,482(0),[西] 昆貢,2007104457,00700,2010-10-24,382.2,4.333333333333333,15,9,482,0
201008050611,16,4,7,ミキノバンジョー,牡3,57,太宰啓介,3:07.6,2,146.0,17,508(+8),[西] 大橋勇樹,2007100811,01037,2010-10-24,379.53000000000003,6.1,16,7,508,8
201008050611,17,3,5,シルクアーネスト,牡3,57,松山弘平,3:07.7,クビ,151.1,18,474(-10),[西] 池添兼雄,2007104804,01126,2010-10-24,314.2066666666667,3.466666666666667,17,5,474,-10
201008050611,18,8,16,カミダノミ,牡3,57,小牧太,3:08.2,3,96.6,15,490(+2),[西] 森秀行,2007102861,00894,2010-10-24,311.5888888888889,4.888888888888889,18,16,490,2
200908040611,1,1,1,スリーロールス,牡3,57,浜中俊,3:03.5,,19.2,8,498(+4),[西] 武宏平,2006101121,01115,2009-10-25,369.37,3.6,1,1,498,4
200908040611,2,2,3,フォゲッタブル,牡3,57,吉田隼人,3:03.5,ハナ,18.7,7,490(+8),[西] 池江泰郎,2006103168,01095,2009-10-25,460.0222222222222,3.6666666666666665,2,3,490,8
200908040611,3,6,12,セイウンワンダー,牡3,57,福永祐一,3:03.7,1.1/4,15.8,6,514(-2),[西] 領家政蔵,2006106430,01014,2009-10-25,1847.0,4.0,3,12,514,-2
200908040611,4,7,14,イコピコ,牡3,57,四位洋文,3:03.9,1,4.4,2,464(+2),[西] 西園正都,2006104713,00700,2009-10-25,1211.5625,3.75,4,14,464,2
200908040611,5,5,9,リーチザクラウン,牡3,57,武豊,3:03.9,クビ,3.8,1,506(+8),[西] 橋口弘次,2006102923,00666,2009-10-25,2059.05,3.0,5,9,506,8
200908040611,6,4,7,ヤマニンウイスカー,牡3,57,和田竜二,3:04.3,2.1/2,28.4,11,484(-2),[西] 池江泰郎,2006104716,01018,2009-10-25,490.2181818181818,3.5454545454545454,6,7,484,-2
200908040611,7,6,11,セイクリッドバレー,牡3,57,松岡正海,3:04.3,クビ,47.1,14,480(+10),[東] 高橋裕,2006103368,01085,2009-10-25,548.2076923076922,3.6923076923076925,7,11,480,10
200908040611,8,1,2,シェーンヴァルト,牡3,57,秋山真一,3:04.5,1.1/4,34.0,12,474(0),[西] 岡田稲男,2006103218,01019,2009-10-25,725.5999999999999,4.777777777777778,8,2,474,0
200908040611,9,2,4,トライアンフマーチ,牡3,57,武幸四郎,3:04.7,1.1/2,45.2,13,478(+8),[西] 角居勝彦,2006103192,01026,2009-10-25,934.2857142857143,5.0,9,4,478,8
200908040611,10,7,13,キタサンチーフ,牡3,57,藤岡康太,3:04.9,1,176.6,17,484(-2),[西] 梅田智之,2006106010,01116,2009-10-25,345.5777777777778,5.444444444444445,10,13,484,-2
200908040611,11,8,17,アドマイヤメジャー,牡3,57,川田将雅,3:05.1,1.1/4,14.4,5,448(+4),[西] 友道康夫,2006103273,01088,2009-10-25,556.8571428571429,2.7142857142857144,11,17,448,4
200908040611,12,8,16,ナカヤマフェスタ,牡3,57,蛯名正義,3:05.2,3/4,8.4,4,452(0),[東] 二ノ宮敬,2006102424,00663,2009-10-25,2232.7666666666664,2.8333333333333335,12,16,452,0
200908040611,13,5,10,キングバンブー,牡3,57,小牧太,3:05.5,2,133.7,16,498(0),[西] 鮫島一歩,2006100558,00894,2009-10-25,88.03166666666667,6.1,13,10,498,0
200908040611,14,3,6,イグゼキュティヴ,牡3,57,川島信二,3:06.0,3,222.8,18,492(+4),[東] 斎藤誠,2006103534,01062,2009-10-25,347.62857142857143,6.928571428571429,14,6,492,4
200908040611,15,3,5,アンライバルド,牡3,57,岩田康誠,3:06.2,1.1/4,5.4,3,470(-2),[西] 友道康夫,2006103308,05203,2009-10-25,3229.7000000000003,3.2857142857142856,15,5,470,-2
200908040611,16,8,18,ブレイクランアウト,牡3,57,藤田伸二,3:06.3,1/2,23.1,9,450(+6),[東] 戸田博文,2006110007,00705,2009-10-25,1193.1374999999998,4.625,16,18,450,6
200908040611,17,7,15,ポルカマズルカ,牝3,55,横山典弘,3:06.8,3,47.4,15,470(-6),[東] 畠山吉宏,2006102994,00660,2009-10-25,387.27,6.3,17,15,470,-6
200908040611,18,4,8,アントニオバローズ,牡3,57,角田晃一,3:07.7,5,26.2,10,526(+10),[西] 武田博,2006104938,00685,2009-10-25,1421.7285714285713,4.142857142857143,18,8,526,10
200808040611,1,7,14,オウケンブルースリ,牡3,57,内田博幸,3:05.7,,3.7,1,484(-2),[西] 音無秀孝,2005102548,00422,2008-10-26,791.6833333333334,2.1666666666666665,1,14,484,-2
200808040611,2,1,1,フローテーション,牡3,57,藤岡佑介,3:05.9,1.1/4,37.7,15,484(-6),[西] 橋口弘次,2005102307,01093,2008-10-26,570.575,6.25,2,1,484,-6
200808040611,3,3,5,ナムラクレセント,牡3,57,和田竜二,3:06.1,1.1/2,23.4,9,486(-2),[西] 福島信晴,2005100813,01018,2008-10-26,417.7857142857143,3.7142857142857144,3,5,486,-2
200808040611,4,4,8,スマートギア,牡3,57,武豊,3:06.2,3/4,10.3,5,454(+10),[西] 佐山優,2005105204,00666,2008-10-26,520.5555555555555,3.0,4,8,454,10
200808040611,5,5,9,マイネルチャールズ,牡3,57,松岡正海,3:06.5,2,6.6,2,460(0),[東] 稲葉隆一,2005105526,01085,2008-10-26,1965.5599999999995,2.5,5,9,460,0
200808040611,6,7,15,ベンチャーナイン,牡3,57,武士沢友,3:06.6,1/2,20.1,8,482(+6),[東] 小桧山悟,2005103246,01029,2008-10-26,520.0,5.818181818181818,6,15,482,6
200808040611,7,8,16,ホワイトピルグリム,牡3,57,川田将雅,3:06.7,3/4,43.5,18,456(0),[西] 鮫島一歩,2005105820,01088,2008-10-26,444.5444444444444,5.0,7,16,456,0
200808040611,8,8,18,ダイワワイルドボア,牡3,57,北村宏司,3:06.8,クビ,10.3,4,526(0),[東] 上原博之,2005102297,01043,2008-10-26,735.7545454545455,4.7272727272727275,8,18,526,0
200808040611,9,6,12,ヤマニンキングリー,牡3,57,柴山雄一,3:06.8,ハナ,39.0,16,476(+2),[西] 河内洋,2005105360,05243,2008-10-26,723.2046511627907,7.023255813953488,9,12,476,2
200808040611,10,4,7,ドットコム,牡3,57,岩田康誠,3:06.9,1/2,40.2,17,474(-6),[東] 戸田博文,2005100610,05203,2008-10-26,342.59999999999997,6.166666666666667,10,7,474,-6
200808040611,11,3,6,ロードアリエス,牡3,57,鮫島良太,3:07.0,3/4,18.4,7,508(-6),[西] 藤原英昭,2005104225,01099,2008-10-26,746.22,4.6,11,6,508,-6
200808040611,12,2,4,メイショウクオリア,牡3,57,角田晃一,3:07.1,クビ,25.6,12,466(+6),[西] 西橋豊治,2005106283,00685,2008-10-26,1020.8625000000001,6.75,12,4,466,6
200808040611,13,8,17,ダイシンプラン,牡3,57,安藤勝己,3:07.3,1.1/4,26.7,13,504(-4),[西] 松田博資,2005105392,00945,2008-10-26,471.1333333333333,4.333333333333333,13,17,504,-4
200808040611,14,7,13,シゲルフセルト,牡3,57,川島信二,3:07.7,2.1/2,28.7,14,444(+8),[西] 川村禎彦,2005106614,01062,2008-10-26,341.4944444444444,5.555555555555555,14,13,444,8
200808040611,15,6,11,ミッキーチアフル,牡3,57,幸英明,3:07.9,1.1/2,23.4,10,508(+8),[西] 音無秀孝,2005102578,00732,2008-10-26,450.5214285714286,3.0,15,11,508,8
200808040611,16,5,10,スマイルジャック,牡3,57,小牧太,3:08.9,6,7.8,3,480(+6),[東] 小桧山悟,2005106738,00894,2008-10-26,1733.5700000000002,3.4,16,10,480,6
200808040611,17,2,3,アグネススターチ,牡3,57,赤木高太,3:09.4,3,25.0,11,474(+4),[西] 大根田裕,2005102199,05223,2008-10-26,376.65,5.2,17,3,474,4
200808040611,18,1,2,ノットアローン,牡3,57,横山典弘,3:12.3,大,13.0,6,480(+16),[西] 橋口弘次,2005102570,00660,2008-10-26,637.6692307692308,3.6923076923076925,18,2,480,16
200708040711,1,5,10,アサクサキングス,牡3,57,四位洋文,3:05.1,,8.4,4,488(+4),[西] 大久保龍,2004103163,00700,2007-10-21,1739.3222222222223,5.0,1,10,488,4
200708040711,2,6,12,アルナスライン,牡3,57,和田竜二,3:05.1,アタマ,11.4,6,544(+2),[西] 松元茂樹,2004102859,01018,2007-10-21,868.3857142857144,3.857142857142857,2,12,544,2
200708040711,3,2,4,ロックドゥカンブ,牡3,55,柴山雄一,3:05.3,1.1/2,3.5,1,500(-4),[東] 堀宣行,2004110265,05243,2007-10-21,2831.0,1.0,3,4,500,-4
200708040711,4,3,5,エーシンダードマン,牡3,57,角田晃一,3:05.5,1.1/2,39.5,12,490(+2),[西] 大久保龍,2004101731,00685,2007-10-21,210.97777777777776,4.777777777777778,4,5,490,2
200708040711,5,8,16,ドリームジャーニー,牡3,57,武豊,3:05.6,1/2,5.5,2,412(-4),[西] 池江泰寿,2004102753,00666,2007-10-21,2210.575,2.875,5,16,412,-4
200708040711,6,8,17,ホクトスルタン,牡3,57,横山典弘,3:05.7,1/2,12.7,7,504(0),[西] 庄野靖志,2004100275,00660,2007-10-21,444.98333333333335,3.75,6,17,504,0
200708040711,7,7,13,ローズプレステージ,牡3,57,秋山真一,3:05.7,クビ,64.8,14,452(+4),[西] 橋口弘次,2004103073,01019,2007-10-21,406.7555555555556,5.888888888888889,7,13,452,4
200708040711,8,6,11,フサイチホウオー,牡3,57,安藤勝己,3:05.8,1/2,11.2,5,516(0),[西] 松田国英,2004102834,00945,2007-10-21,2047.357142857143,3.7142857142857144,8,11,516,0
200708040711,9,4,7,タスカータソルテ,牡3,57,福永祐一,3:05.9,クビ,23.6,10,452(+2),[西] 藤原英昭,2004103279,01014,2007-10-21,880.7,5.625,9,7,452,2
200708040711,10,1,1,ヒラボクロイヤル,牡3,57,武幸四郎,3:05.9,クビ,29.7,11,478(-12),[西] 大久保龍,2004102108,01026,2007-10-21,832.8333333333334,3.8333333333333335,10,1,478,-12
200708040711,11,3,6,コートユーフォリア,牡3,57,川田将雅,3:06.2,1.3/4,164.7,18,480(+4),[西] 岡田稲男,2004101978,01088,2007-10-21,372.66,4.6,11,6,480,4
200708040711,12,7,14,デュオトーン,牡3,57,藤田伸二,3:06.4,1.1/4,21.8,9,490(0),[西] 池江泰寿,2004103722,00705,2007-10-21,696.3199999999999,1.6,12,14,490,0
200708040711,13,2,3,ブルーマーテル,牡3,57,田中博康,3:06.5,1/2,83.6,15,446(+8),[東] 菅原泰夫,2004102423,01104,2007-10-21,233.89285714285714,4.214285714285714,13,3,446,8
200708040711,14,5,9,サンツェッペリン,牡3,57,松岡正海,3:06.8,1.3/4,18.9,8,472(0),[東] 斎藤誠,2004105897,01085,2007-10-21,1173.7727272727273,4.636363636363637,14,9,472,0
200708040711,15,4,8,マンハッタンスカイ,牡3,57,小牧太,3:06.8,クビ,52.8,13,524(+8),[西] 浅見秀一,2004106840,00894,2007-10-21,258.60625,3.9375,15,8,524,8
200708040711,16,8,18,ヴィクトリー,牡3,57,岩田康誠,3:07.8,6,6.7,3,484(+10),[西] 音無秀孝,2004102884,05203,2007-10-21,3099.816666666666,2.8333333333333335,16,18,484,10
200708040711,17,7,15,ベイリングボーイ,牡3,57,渡辺薫彦,3:09.3,9,112.9,16,452(-6),[西] 田所清広,2004101706,00734,2007-10-21,339.56363636363636,3.8181818181818183,17,15,452,-6
200708040711,18,1,2,ウエイクアイランド,牡3,57,幸英明,3:09.5,1.1/4,118.2,17,480(-2),[東] 堀宣行,2004103112,00732,2007-10-21,328.7,2.0,18,2,480,-2
200608050611,1,8,18,ソングオブウインド,牡3,57,武幸四郎,3:02.7,,44.2,8,480(+4),[西] 浅見秀一,2003102461,01026,2006-10-22,620.588888888889,2.111111111111111,1,18,480,4
200608050611,2,7,13,ドリームパスポート,牡3,57,横山典弘,3:02.7,クビ,4.9,2,466(+4),[西] 松田博資,2003102720,00660,2006-10-22,2253.87,2.0,2,13,466,4
200608050611,3,3,5,アドマイヤメイン,牡3,57,武豊,3:03.0,1.3/4,6.2,3,498(+8),[西] 橋田満,2003102976,00666,2006-10-22,1786.409090909091,2.6363636363636362,3,5,498,8
200608050611,4,6,12,メイショウサムソン,牡3,57,石橋守,3:03.4,2.1/2,2.0,1,518(+6),[西] 瀬戸口勉,2003102205,00637,2006-10-22,3913.8250000000007,1.75,4,12,518,6
200608050611,5,7,15,アクシオン,牡3,57,田中勝春,3:03.5,1/2,60.5,10,520(-10),[東] 二ノ宮敬,2003104374,00684,2006-10-22,652.6666666666666,2.1666666666666665,5,15,520,-10
200608050611,6,5,9,インテレット,牡3,57,藤岡佑介,3:03.5,ハナ,152.5,15,474(-4),[東] 萩原清,2003102986,01093,2006-10-22,414.6,4.25,6,9,474,-4
200608050611,7,4,7,マルカシェンク,牡3,57,福永祐一,3:03.8,1.3/4,8.1,4,506(-4),[西] 瀬戸口勉,2003102542,01014,2006-10-22,1662.7833333333335,2.6666666666666665,7,7,506,-4
200608050611,8,1,1,トーホウアラン,牡3,57,藤田伸二,3:03.8,ハナ,24.9,6,480(+10),[西] 藤原英昭,2003107043,00705,2006-10-22,1443.3799999999999,4.4,8,1,480,10
200608050611,9,2,4,タガノマーシャル,牡3,57,和田竜二,3:03.9,3/4,143.1,14,526(-6),[西] 中尾秀正,2003103709,01018,2006-10-22,518.9857142857143,3.2857142857142856,9,4,526,-6
200608050611,10,3,6,ネヴァブション,牡3,57,石橋脩,3:03.9,アタマ,69.3,12,470(-4),[東] 伊藤正徳,2003107368,01077,2006-10-22,328.12,4.066666666666666,10,6,470,-4
200608050611,11,1,2,ミストラルクルーズ,牡3,57,池添謙一,3:04.0,1/2,63.4,11,486(-4),[東] 鈴木康弘,2003102460,01032,2006-10-22,470.13750000000005,3.125,11,2,486,-4
200608050611,12,7,14,アペリティフ,牡3,57,安藤勝己,3:04.4,2.1/2,29.2,7,498(+6),[西] 坪憲章,2003102466,00945,2006-10-22,470.48,3.6,12,14,498,6
200608050611,13,4,8,マンノレーシング,牡3,57,小牧太,3:04.6,1,243.6,17,464(+4),[西] 松元茂樹,2003101035,00894,2006-10-22,483.5,3.5,13,8,464,4
200608050611,14,8,16,トウショウシロッコ,牡3,57,吉田豊,3:04.8,1.1/4,126.8,13,464(+2),[東] 大久保洋,2003105155,00733,2006-10-22,567.6416666666668,4.083333333333333,14,16,464,2
200608050611,15,5,10,フサイチジャンク,牡3,57,岩田康誠,3:05.0,1.1/2,17.2,5,484(+4),[西] 池江泰寿,2003102558,05203,2006-10-22,1206.4285714285713,3.4285714285714284,15,10,484,4
200608050611,16,6,11,トーセンシャナオー,牡3,57,イネス,3:05.1,クビ,48.9,9,452(+14),[西] 森秀行,2003106050,05394,2006-10-22,646.3454545454546,4.909090909090909,16,11,452,14
200608050611,17,8,17,パッシングマーク,牡3,57,四位洋文,3:05.1,ハナ,254.4,18,478(0),[西] 浅見秀一,2003102530,00700,2006-10-22,452.5222222222222,4.888888888888889,17,17,478,0
200608050611,18,2,3,シルククルセイダー,牡3,57,秋山真一,3:05.4,1.3/4,198.4,16,510(+6),[西] 領家政蔵,2003106313,01019,2006-10-22,297.85833333333335,5.444444444444445,18,3,510,6
200508040611,1,4,7,ディープインパクト,牡3,57,武豊,3:04.6,,1.0,1,444(-4),[西] 池江泰郎,2002100816,00666,2005-10-23,7627.266666666666,1.0,1,7,444,-4
200508040611,2,3,6,アドマイヤジャパン,牡3,57,横山典弘,3:04.9,2,50.3,6,474(0),[西] 松田博資,2002102324,00660,2005-10-23,1601.0714285714287,3.5714285714285716,2,6,474,0
200508040611,3,2,4,ローゼンクロイツ,牡3,57,安藤勝己,3:05.6,4,25.3,3,472(-2),[西] 橋口弘次,2002100991,00945,2005-10-23,1172.825,3.375,3,4,472,-2
200508040611,4,6,11,シックスセンス,牡3,57,四位洋文,3:05.7,1/2,20.7,2,456(+6),[西] 長浜博之,2002100476,00700,2005-10-23,1426.390909090909,3.1818181818181817,4,11,456,6
200508040611,5,7,14,フサイチアウステル,牡3,57,藤田伸二,3:06.0,2,32.9,5,476(0),[西] 池江泰寿,2002110191,00705,2005-10-23,836.2571428571429,2.0,5,14,476,0
200508040611,6,3,5,アドマイヤフジ,牡3,57,福永祐一,3:06.9,5,30.2,4,522(-6),[西] 橋田満,2002103091,01014,2005-10-23,1117.2666666666667,2.888888888888889,6,5,522,-6
200508040611,7,1,1,コンラッド,牡3,57,小牧太,3:07.3,2.1/2,60.5,7,496(0),[東] 手塚貴久,2002100897,00894,2005-10-23,828.1428571428571,3.7142857142857144,7,1,496,0
200508040611,8,8,15,マルブツライト,牡3,57,松岡正海,3:07.3,ハナ,114.1,11,470(-4),[西] 大久保正,2002109410,01085,2005-10-23,412.09,4.0,8,15,470,-4
200508040611,9,5,9,エイシンサリヴァン,牡3,57,吉田豊,3:07.4,3/4,161.8,16,474(-4),[東] 大久保洋,2002110174,00733,2005-10-23,264.78333333333336,6.166666666666667,9,9,474,-4
200508040611,10,2,3,ミツワスカイハイ,牡3,57,渡辺薫彦,3:07.5,クビ,161.3,15,472(+20),[西] 佐山優,2002102126,00734,2005-10-23,224.27272727272728,4.818181818181818,10,3,472,20
200508040611,11,6,12,ピサノパテック,牡3,57,岩田康誠,3:07.7,1.1/2,75.0,8,480(-6),[東] 藤沢和雄,2002106006,05203,2005-10-23,344.56,3.4,11,12,480,-6
200508040611,12,1,2,ヤマトスプリンター,牡3,57,池添謙一,3:07.8,1/2,111.1,10,458(+4),[西] 安達昭夫,2002104654,01032,2005-10-23,317.83076923076925,4.230769230769231,12,2,458,4
200508040611,13,8,16,マルカジーク,牡3,57,角田晃一,3:08.6,5,144.8,13,468(-2),[西] 北橋修二,2002100467,00685,2005-10-23,591.3090909090909,3.272727272727273,13,16,468,-2
200508040611,14,7,13,ディーエスハリアー,牡3,57,石橋脩,3:09.2,3.1/2,125.9,12,456(-10),[東] 柴田政人,2002101825,01077,2005-10-23,376.6,3.7,14,13,456,-10
200508040611,15,4,8,シャドウゲイト,牡3,57,佐藤哲三,3:09.6,2.1/2,77.1,9,482(+2),[東] 加藤征弘,2002100621,00682,2005-10-23,426.55,4.666666666666667,15,8,482,2
